gene	repli-seq
C1orf233	78.2891
C1orf27	45.5834
C1orf35	58.2119
C1orf43	77.5671
C1orf50	69.7763
C1orf52	62.2958
C1orf53	42.4846
C1orf54	77.2752
C1orf56	81.2438
C1orf61	78.8896
C1orf74	62.2851
C2	79.0973
C20orf194	70.4931
C20orf195	77.9524
C20orf196	78.7624
C20orf197	34.043
C20orf24	78.0301
C20orf27	78.9145
C20orf96	76.2711
C21orf2	78.5443
C21orf33	79.1457
C21orf58	65.3447
C21orf59	65.213
C21orf91	58.8821
C22orf23	80.5821
C22orf29	73.8099
C22orf34	70.1193
C22orf39	63.5162
C2CD2	72.7875
C2CD2L	80.1213
C2CD3	76.325
C2CD5	45.86
C2orf42	77.6976
C2orf47	45.3983
C2orf49	48.4866
C2orf54	64.4883
C2orf68	77.5887
C2orf69	44.4623
C2orf74	78.8602
C2orf76	62.2421
C2orf88	69.1847
C3	77.6973
C3AR1	69.4327
C3orf14	18.6882
C3orf18	74.361
C3orf33	64.9341
C3orf38	45.2598
C3orf52	71.5628
C3orf58	58.4273
C3orf67	49.1744
C4orf26	62.0173
C4orf3	48.2512
C4orf32	69.8953
C4orf33	44.4376
C4orf36	59.4923
C4orf46	64.8337
C4orf47	71.5658
C4orf48	75.8926
C5AR1	78.5854
C5orf15	78.4805
C5orf22	44.3491
C5orf24	78.651
C5orf30	57.4408
C5orf34	72.5994
C5orf42	72.604
C5orf45	71.9171
C5orf51	58.3815
C5orf63	69.0049
C6orf1	77.9567
C6orf106	78.0388
C6orf120	43.07
C6orf136	77.7831
C6orf203	68.3725
C6orf222	77.35
C6orf223	78.3751
C6orf47	77.0976
C6orf48	80.894
C6orf52	70.4106
C6orf62	77.1631
C6orf89	80.2447
C6orf99	75.0042
C7orf13	60.0315
C7orf25	53.157
C7orf26	73.3592
C7orf31	72.1038
C7orf43	80.0323
C7orf49	73.9867
C7orf50	77.5557
C7orf55	72.2081
C7orf55-LUC7L2	72.199
C7orf71	51.4018
C8orf33	48.003
C8orf37	76.0146
C8orf44	71.1875
C8orf46	74.7227
C8orf58	80.7251
C8orf59	53.3758
C8orf76	72.5931
C8orf82	78.8417
C9orf114	79.2406
C9orf116	51.5077
C9orf142	80.8812
C9orf16	79.4741
C9orf3	69.2908
C9orf40	56.7089
C9orf43	75.1362
C9orf64	63.2347
C9orf69	72.8103
C9orf72	50.6149
C9orf78	74.042
C9orf85	45.8898
C9orf91	67.1326
CA1	48.4082
CA11	77.7464
CA13	52.7176
CA4	78.5656
CA5B	55.3794
CA7	76.2659
CA8	55.2179
CA9	79.2931
CAAP1	52.898
CAB39	79.7689
CAB39L	68.2674
CABIN1	78.8996
CABLES1	77.2755
CABLES2	77.702
CABP1	79.365
CABYR	70.6302
CACFD1	66.5874
CACNA1D	71.0845
CACNA1E	71.4539
CACNA2D1	22.0933
CACNA2D3	42.9441
CACNB1	77.5213
CACNB2	29.93
CACNB3	75.9548
CACNB4	70.1136
CACNG4	59.857
CACNG7	50.0865
CACTIN	78.1247
CACUL1	65.8861
CACYBP	70.4603
CAD	77.0877
CADM2	7.72355
CADPS2	21.4478
CAGE1	66.4959
CALB2	62.7183
CALCOCO1	76.7689
CALCOCO2	76.6723
CALCRL	31.8173
CALD1	61.9379
CALHM2	77.8921
CALM1	58.3168
CALM2	76.1974
CALM3	76.7382
CALML4	74.2352
CALN1	52.4793
CALR	76.7145
CALR3	79.4086
CALU	78.3243
CALY	65.4781
CAMK1	77.3136
CAMK1D	75.8574
CAMK2A	78.5456
CAMK2B	73.1528
CAMK2D	68.6276
CAMK2G	78.7095
CAMK2N1	59.6733
CAMK2N2	71.9479
CAMK4	72.8784
CAMKK1	78.214
CAMKK2	79.4295
CAMKMT	64.6721
CAMLG	80.6328
CAMP	79.4113
CAMSAP1	71.5864
CAMSAP2	81.5937
CAMSAP3	78.8056
CAMTA1	71.2323
CAMTA2	78.8282
CAND1	45.9427
CAND2	74.9469
CANT1	64.882
CANX	73.4151
CAP1	79.4755
CAP2	45.7197
CAPG	77.6014
CAPN1	78.617
CAPN10	62.4005
CAPN15	78.4916
CAPN2	64.4255
CAPN5	63.7919
CAPN7	80.0865
CAPNS1	77.5078
CAPRIN1	76.8187
CAPS2	40.7416
CAPZA1	70.5762
CAPZA2	77.4028
CAPZB	74.8394
CARD11	67.3076
CARD16	34.7444
CARD6	53.5536
CARD8	74.3624
CARD9	76.3526
CARF	77.2559
CARHSP1	75.05
CARM1	77.6837
CARS	63.6671
CARS2	68.0227
CASC1	76.5846
CASC10	70.7334
CASC3	80.4581
CASC4	75.5155
CASC5	78.5777
CASD1	44.6353
CASK	35.7399
CASKIN2	80.0994
CASP1	34.9933
CASP10	75.9872
CASP2	55.0112
CASP3	79.5866
CASP6	63.0517
CASP7	62.7876
CASP8	76.5474
CASP9	75.5688
CASS4	60.8089
CAST	78.0656
CAT	70.2425
CATSPERD	73.352
CATSPERG	77.9863
CAV1	65.6889
CAV2	64.7656
CBFA2T2	77.3943
CBFA2T3	79.9731
CBFB	79.4606
CBL	77.2879
CBLB	59.8105
CBLL1	65.2426
CBLN2	15.5433
CBLN3	77.7356
CBR1	71.3431
CBR3	74.1144
CBR4	70.1968
CBS	76.7212
CBX1	79.7148
CBX2	68.3407
CBX3	70.1906
CBX4	69.222
CBX5	77.9857
CBX6	79.3235
CBX7	79.0297
CBX8	68.7098
CBY1	77.3304
CC2D1A	81.9375
CC2D1B	68.1943
CC2D2A	47.1415
CCAR1	74.459
CCAR2	80.6655
CCDC102A	77.535
CCDC102B	20.5972
CCDC103	79.5981
CCDC106	69.5541
CCDC107	79.3237
CCDC109B	55.6542
CCDC112	59.7955
CCDC113	63.1118
CCDC115	64.1554
CCDC117	75.5916
CCDC12	78.2208
CCDC120	45.1939
CCDC121	68.7061
CCDC124	79.276
CCDC125	74.9157
CCDC126	79.1582
CCDC127	61.8754
CCDC13	64.2885
CCDC130	77.689
CCDC134	79.3544
CCDC136	79.3885
CCDC137	79.0925
CCDC138	63.7942
CCDC14	46.9228
CCDC141	66.5402
CCDC142	79.2958
CCDC144A	75.1947
CCDC144NL	63.0514
CCDC146	79.5647
CCDC15	56.4455
CCDC150	67.5328
CCDC151	77.2142
CCDC152	57.3845
CCDC153	77.4359
CCDC157	75.6607
CCDC159	76.1006
CCDC167	77.2925
CCDC171	76.3799
CCDC173	72.4369
CCDC174	66.3024
CCDC18	79.3076
CCDC180	68.0356
CCDC181	71.711
CCDC22	38.6577
CCDC24	77.4804
CCDC25	66.0632
CCDC28A	66.1607
CCDC28B	76.8642
CCDC30	64.3946
CCDC34	34.5859
CCDC39	38.4928
CCDC43	74.8447
CCDC47	75.3997
CCDC50	68.7887
CCDC51	78.6942
CCDC53	75.9022
CCDC57	79.9673
CCDC58	77.8905
CCDC59	30.7515
CCDC6	41.9976
CCDC61	74.988
CCDC65	77.0101
CCDC66	68.1339
CCDC68	43.669
CCDC69	77.5641
CCDC7	61.0698
CCDC71	78.5406
CCDC71L	64.2024
CCDC77	76.8915
CCDC80	73.6468
CCDC82	73.2865
CCDC84	80.4257
CCDC85A	31.5588
CCDC85B	77.4693
CCDC85C	58.5389
CCDC86	77.7476
CCDC87	77.3269
CCDC88A	73.9344
CCDC88B	77.9522
CCDC88C	78.2605
CCDC9	78.659
CCDC90B	72.5971
CCDC91	47.0287
CCDC92	68.9449
CCDC93	59.5476
CCDC94	80.3565
CCDC96	71.2431
CCDC97	71.8752
CCHCR1	75.3946
CCL1	49.7697
CCL18	79.603
CCL2	47.882
CCL20	64.4661
CCL22	77.3061
CCL23	79.4781
CCL3	80.2182
CCL4	80.7836
CCL5	77.258
CCM2	80.6423
CCNA1	24.0764
CCNA2	64.5131
CCNB1	73.5182
CCNB1IP1	76.6065
CCNB2	76.5776
CCNB3	29.368
CCNC	58.1462
CCND1	49.9495
CCND2	75.734
CCND3	75.9713
CCNDBP1	76.8614
CCNE1	71.9964
CCNE2	75.9138
CCNF	79.0511
CCNG1	43.8556
CCNG2	58.4002
CCNH	66.223
CCNI	60.0123
CCNJ	77.8168
CCNJL	76.1331
CCNK	53.3231
CCNL1	75.3217
CCNL2	79.2386
CCNT1	74.1189
CCNT2	65.6565
CCNY	70.2057
CCNYL1	73.6969
CCP110	53.0681
CCPG1	58.7446
CCR1	73.234
CCR10	79.0502
CCR2	72.1561
CCR4	74.1352
CCR5	72.3726
CCR6	75.6133
CCR7	78.6494
CCR8	76.3263
CCS	77.3269
CCSAP	68.8601
CCSER1	29.8419
CCSER2	64.2217
CCT2	60.3585
CCT3	77.7656
CCT4	77.755
CCT5	69.8272
CCT6A	51.2756
CCT6B	65.8126
CCT7	65.1563
CCT8	72.7392
CCZ1	72.9676
CD101	64.7589
CD109	76.0292
CD151	78.4906
CD160	79.4658
CD164	57.4173
CD180	52.962
CD19	76.6869
CD1A	40.9945
CD1C	39.5944
CD1E	37.5332
CD2	70.5121
CD200	75.8696
CD200R1	68.2893
CD22	76.3092
CD226	47.4668
CD244	78.5286
CD27	79.555
CD274	78.7053
CD276	60.9627
CD28	62.437
CD2AP	68.0031
CD2BP2	78.0145
CD300A	67.4793
CD300C	67.4134
CD300LB	67.3087
CD302	76.6082
CD320	80.5465
CD33	69.4427
CD37	76.4749
CD38	57.2197
CD3D	76.2202
CD3E	74.5483
CD3EAP	78.1033
CD4	80.487
CD40	74.3205
CD44	78.1515
CD46	67.2055
CD47	75.2952
CD48	78.3264
CD52	76.8537
CD53	74.0316
CD55	73.4212
CD58	69.9974
CD59	73.861
CD6	79.3267
CD63	78.1363
CD68	79.6041
CD69	76.5945
CD7	78.3552
CD70	75.682
CD72	78.8428
CD74	78.4228
CD79A	77.9734
CD79B	77.6782
CD80	77.9098
CD81	52.1687
CD82	65.4373
CD83	73.1357
CD84	76.8173
CD86	78.322
CD8A	55.0272
CD9	73.7745
CD93	43.2735
CD96	42.0268
CD99L2	35.7273
CDADC1	66.0621
CDAN1	74.3945
CDC123	81.3531
CDC14A	73.367
CDC14B	49.7338
CDC16	71.9597
CDC20	71.4263
CDC23	73.0326
CDC25A	79.0637
CDC25B	78.9173
CDC25C	76.1581
CDC26	72.5828
CDC27	74.6712
CDC34	78.9627
CDC37	74.922
CDC37L1	77.6737
CDC40	50.2659
CDC42	76.166
CDC42BPA	44.7174
CDC42BPB	77.7346
CDC42BPG	79.9708
CDC42EP1	79.3796
CDC42EP2	79.6447
CDC42EP3	72.2637
CDC42EP4	74.8578
CDC42EP5	75.8985
CDC42SE1	81.1163
CDC42SE2	72.1458
CDC45	64.2213
CDC5L	73.38
CDC6	79.5103
CDC7	61.6956
CDC73	65.0792
CDCA2	43.6732
CDCA3	79.1578
CDCA4	79.9612
CDCA5	79.2152
CDCA7	67.9043
CDCA7L	59.5417
CDCA8	75.6189
CDCP1	66.3151
CDH1	76.0695
CDH10	4.85523
CDH11	8.39874
CDH12	10.4336
CDH16	78.5315
CDH17	66.0997
CDH24	78.3501
CDH3	75.5805
CDHR1	65.1913
CDIP1	78.549
CDIPT	82.0073
CDK1	35.0585
CDK10	79.7212
CDK11A	78.587
CDK12	77.966
CDK13	61.2828
CDK14	55.3484
CDK16	54.8932
CDK17	74.7982
CDK18	72.9961
CDK19	72.4706
CDK2	78.0557
CDK20	41.3373
CDK2AP1	80.8696
CDK2AP2	79.1748
CDK4	77.3952
CDK5R1	77.062
CDK5R2	74.1042
CDK5RAP1	77.0576
CDK5RAP2	75.9515
CDK5RAP3	79.1453
CDK6	66.2809
CDK7	73.8861
CDK8	49.5336
CDK9	77.9998
CDKAL1	59.0008
CDKL3	79.145
CDKL5	31.4994
CDKN1A	78.5022
CDKN1B	79.4286
CDKN1C	63.8638
CDKN2A	52.0145
CDKN2AIP	47.6601
CDKN2AIPNL	79.682
CDKN2B	51.9268
CDKN2C	73.2197
CDKN2D	80.1402
CDKN3	68.32
CDNF	68.8467
CDON	66.0009
CDR2	73.2084
CDR2L	79.8275
CDS2	71.3877
CDV3	78.8309
CDX1	72.8696
CDX2	68.9862
CDYL	58.9419
CDYL2	50.6401
CEACAM1	73.3419
CEACAM21	76.4684
CEBPA	59.7032
CEBPB	77.0221
CEBPD	64.6653
CEBPE	77.4486
CEBPG	57.5304
CEBPZ	75.4627
CECR1	73.7957
CECR5	72.779
CELF1	81.2787
CELF2	35.711
CELF4	30.7353
CELF5	75.5768
CELSR3	81.028
CEND1	78.9827
CENPA	68.8135
CENPB	78.9173
CENPBD1	78.1468
CENPC	63.0781
CENPE	65.5586
CENPF	38.1011
CENPH	73.6236
CENPI	38.429
CENPJ	65.6665
CENPK	63.5611
CENPL	72.7173
CENPM	79.049
CENPN	64.1574
CENPO	78.2511
CENPP	66.0847
CENPQ	24.5577
CENPT	80.7204
CENPU	78.8328
CENPV	79.1718
CENPW	49.5909
CEP104	66.4462
CEP112	38.4958
CEP120	69.2304
CEP128	52.9387
CEP135	46.4846
CEP152	62.1374
CEP164	75.703
CEP170	54.2147
CEP170B	78.5968
CEP19	77.7651
CEP192	69.1688
CEP250	77.0823
CEP290	35.4002
CEP350	74.0902
CEP41	65.3047
CEP44	35.3112
CEP55	55.6952
CEP57	62.3809
CEP57L1	55.1224
CEP63	55.8874
CEP68	80.3797
CEP70	62.029
CEP72	68.6807
CEP76	68.22
CEP78	48.2922
CEP85	74.6987
CEP85L	67.0299
CEP89	59.1523
CEP95	77.651
CEP97	75.7746
CEPT1	75.7605
CERCAM	79.4304
CERK	76.0492
CERKL	66.347
CERS1	79.7253
CERS2	81.4514
CERS4	79.8456
CERS5	78.4522
CERS6	71.4411
CES1	32.0478
CES2	78.8887
CES3	79.3302
CETN2	32.3339
CETN3	59.1151
CFB	78.288
CFDP1	74.6153
CFI	64.3105
CFL1	77.2473
CFL2	74.2876
CFLAR	75.6984
CFP	46.5954
CFTR	57.9477
CGGBP1	45.2598
CGN	76.5006
CGRRF1	73.1721
CHAC1	80.4113
CHAC2	53.4667
CHAF1A	79.2064
CHAF1B	74.2074
CHAMP1	64.3438
CHCHD1	78.8045
CHCHD10	79.2783
CHCHD2	47.2405
CHCHD3	53.3937
CHCHD4	53.4232
CHCHD5	79.9755
CHCHD6	51.4763
CHCHD7	70.0042
CHD1L	47.6269
CHD2	77.0318
CHD4	78.0261
CHD6	67.8606
CHD7	75.4532
CHD8	75.8418
CHD9	54.6358
CHDH	61.2528
CHEK1	68.2828
CHEK2	74.7571
CHERP	77.3992
CHFR	61.9709
CHGA	79.0995
CHI3L1	78.068
CHI3L2	78.0684
CHIC1	26.9807
CHIC2	43.7764
CHID1	76.9701
CHKA	80.6684
CHKB	80.6021
CHL1	34.0909
CHM	14.9964
CHMP1A	79.753
CHMP1B	60.2286
CHMP2A	78.2241
CHMP2B	25.1958
CHMP3	61.8279
CHMP4A	78.1439
CHMP4B	77.4084
CHMP4C	49.2504
CHMP5	77.8787
CHMP6	73.7089
CHMP7	70.0447
CHN1	57.0353
CHN2	35.4612
CHORDC1	27.8583
CHP1	75.2713
CHPF	63.7043
CHPF2	73.3134
CHPT1	75.3247
CHRAC1	75.5733
CHRDL1	32.5988
CHRNA5	74.2222
CHRNA6	74.9727
CHRNA7	44.5573
CHRNB1	80.5964
CHST1	60.9805
CHST10	39.7162
CHST11	77.1242
CHST12	77.4338
CHST14	79.0795
CHST15	66.6137
CHST2	75.4523
CHST3	79.0956
CHST4	74.7415
CHST6	75.1507
CHST7	64.998
CHST9	29.0564
CHSY1	80.4003
CHTF18	77.7196
CHTF8	76.1517
CHTOP	78.6674
CHUK	76.1548
CHURC1	77.2223
CHURC1-FNTB	77.2223
CIAO1	77.9444
CIAPIN1	77.3697
CIB1	78.2039
CIB2	76.618
CIC	79.4998
CIDEB	78.0385
CIDEC	79.1592
CIITA	77.4309
CINP	76.2139
CIPC	77.8181
CIR1	72.088
CIRBP	80.6405
CISD1	47.1152
CISD2	72.8792
CISD3	79.9705
CISH	73.6031
CIT	68.3115
CITED2	61.0426
CITED4	73.8145
CIZ1	79.1556
CKAP2	50.9517
CKAP2L	77.898
CKAP4	57.8698
CKAP5	78.0544
CKB	78.7088
CKLF	67.4746
CKLF-CMTM1	67.4746
CKM	78.6586
CKS1B	79.9526
CKS2	74.5674
CLASP1	75.8897
CLASP2	68.4723
CLASRP	78.019
CLCC1	73.7177
CLCF1	78.1071
CLCN2	71.0541
CLCN3	67.6385
CLCN4	39.3223
CLCN5	31.7121
CLCN6	79.0752
CLCN7	77.9462
CLDN1	46.1882
CLDN11	69.1732
CLDN12	50.4288
CLDN14	68.9057
CLDN23	71.863
CLDN3	72.7721
CLDND1	74.4913
CLEC12A	71.5698
CLEC16A	79.5573
CLEC17A	79.3445
CLEC2B	74.8804
CLEC2D	77.884
CLEC4C	59.5066
CLECL1	77.3718
CLGN	45.4203
CLHC1	73.7056
CLIC1	80.3654
CLIC2	29.3054
CLIC4	77.7576
CLIC5	41.2232
CLINT1	70.7225
CLIP1	80.6835
CLIP2	78.6974
CLIP3	77.4242
CLIP4	69.3165
CLK1	75.8082
CLK2	77.3269
CLK3	80.6846
CLK4	42.6826
CLMN	73.7232
CLN3	76.8976
CLN6	73.2343
CLN8	38.2655
CLNK	61.6218
CLNS1A	72.303
CLOCK	53.4913
CLP1	72.4726
CLPB	71.9278
CLPP	79.7412
CLPTM1	78.0728
CLPTM1L	66.5214
CLPX	78.084
CLRN3	43.9799
CLSPN	77.5282
CLSTN1	80.8739
CLSTN3	74.7347
CLTA	74.9196
CLTB	73.4013
CLTC	75.4308
CLTCL1	64.3617
CLU	66.3704
CLUAP1	75.0459
CLUH	72.8768
CLUL1	58.1231
CLYBL	78.7314
CMAS	31.6284
CMBL	71.757
CMC1	39.1429
CMC2	64.2097
CMC4	37.885
CMIP	79.681
CMKLR1	74.3922
CMPK1	67.7544
CMPK2	64.8273
CMSS1	54.0524
CMTM1	68.1809
CMTM3	70.0888
CMTM4	73.7019
CMTM7	64.0839
CMTM8	56.0363
CMTR1	78.5824
CMTR2	58.5221
CNBP	77.2748
CNDP2	52.94185
CNEP1R1	75.242
CNGA1	71.6038
CNIH1	70.4039
CNIH2	78.2919
CNIH4	77.4242
CNKSR1	73.1522
CNKSR2	18.9103
CNKSR3	64.1568
CNN1	77.9738
CNN2	78.4469
CNN3	40.9901
CNNM2	78.6214
CNNM3	74.761
CNNM4	77.2582
CNOT1	62.9528
CNOT10	67.8341
CNOT11	51.4872
CNOT2	40.9646
CNOT3	66.4187
CNOT4	73.9247
CNOT6	59.403
CNOT6L	54.1264
CNOT7	20.7605
CNOT8	69.1791
CNP	80.148
CNPPD1	76.6714
CNPY2	77.825
CNPY3	79.5607
CNPY4	80.284
CNR1	64.1645
CNR2	77.603
CNST	70.3025
CNTLN	17.0844
CNTN1	30.3
CNTN2	63.9801
CNTNAP1	79.0631
CNTNAP4	29.5184
CNTRL	76.6655
CNTROB	74.4324
COA1	77.2237
COA3	81.2529
COA4	81.3116
COA5	68.9779
COA7	74.1321
COASY	79.2621
COBL	23.6975
COBLL1	27.3147
COCH	73.1266
COG1	74.2681
COG2	44.7157
COG3	74.9315
COG4	78.233
COG5	64.739
COG6	57.7009
COG7	75.5956
COG8	77.8695
COIL	75.6113
COL11A1	18.6868
COL16A1	79.1315
COL19A1	65.5477
COL1A1	77.7058
COL1A2	44.5646
COL22A1	20.3221
COL24A1	48.1544
COL3A1	23.1584
COL4A1	52.7039
COL4A2	52.7039
COL4A3	63.95
COL4A3BP	61.3036
COL4A4	63.95
COL4A5	26.1778
COL4A6	26.1778
COL5A3	77.0515
COL6A1	60.5265
COL7A1	79.5297
COL8A1	49.2642
COL9A2	79.0265
COLCA1	77.0679
COLCA2	77.1046
COLGALT1	79.112
COLGALT2	66.2058
COMMD1	77.755
COMMD10	58.0336
COMMD2	75.3776
COMMD3	58.1167
COMMD4	79.9704
COMMD5	69.0498
COMMD6	69.9745
COMMD7	75.9267
COMMD8	62.4841
COMMD9	49.5435
COMP	79.7904
COMT	74.9966
COMTD1	75.9599
COPA	79.2198
COPB1	64.364
COPB2	41.2578
COPE	79.579
COPG1	77.9459
COPG2	67.2609
COPRS	75.6054
COPS2	56.4655
COPS3	80.0414
COPS4	79.3689
COPS5	59.4468
COPS6	80.4584
COPS7A	80.8008
COPS7B	78.7992
COPS8	47.3286
COPZ1	78.0518
COPZ2	79.5183
COQ10A	78.9651
COQ10B	78.2313
COQ2	78.0005
COQ3	57.6774
COQ4	80.2329
COQ5	78.9096
COQ6	81.0108
COQ7	71.3707
COQ9	77.3697
CORO1A	72.3194
CORO1B	78.55
CORO1C	78.9689
CORO2A	76.5948
CORO2B	59.0202
CORO6	77.7152
CORO7	78.2179
CORO7-PAM16	78.2179
COTL1	78.4308
COX10	18.3406
COX11	48.4841
COX14	78.4646
COX15	73.4226
COX16	67.6493
COX17	78.4215
COX18	40.8463
COX19	77.8067
COX20	67.84
COX4I1	78.2347
COX5A	77.7844
COX5B	65.5116
COX6A1	77.3548
COX6B1	77.9157
COX6C	70.3474
COX7A2	51.3906
COX7A2L	74.1032
COX7B	39.3903
COX7C	43.9182
COX8A	77.2821
CPA6	38.2435
CPD	79.9107
CPE	46.4631
CPEB1	71.5221
CPEB2	43.059
CPEB3	76.4471
CPEB4	73.2065
CPLX1	72.512
CPLX2	46.7547
CPM	71.0887
CPNE1	75.9337
CPNE2	80.5884
CPNE3	36.6849
CPNE4	42.7187
CPNE5	80.5913
CPNE7	79.5175
CPNE8	34.4167
CPOX	76.8237
CPPED1	66.442
CPQ	31.4628
CPS1	30.4645
CPSF1	83.6766
CPSF2	69.5373
CPSF3	72.1365
CPSF3L	79.5275
CPSF4	74.6477
CPSF6	63.8368
CPSF7	76.6209
CPT1A	63.4451
CPT2	69.0774
CPXM1	69.5133
CR1	74.7593
CR2	74.6847
CRABP2	80.0353
CRADD	69.6651
CRAT	79.8521
CRB1	39.1569
CRBN	56.2596
CRCP	68.3368
CREB1	72.3548
CREB3	78.495
CREB3L1	78.1298
CREB3L2	63.2936
CREB3L3	79.579
CREB3L4	78.1354
CREB5	47.2975
CREBBP	73.2797
CREBL2	78.2642
CREBRF	72.2201
CREBZF	62.3555
CREG1	78.6013
CREG2	46.3912
CRELD1	79.9975
CRELD2	77.6388
CREM	70.6325
CRIM1	41.8604
CRIP1	76.5169
CRIP3	79.9446
CRIPT	72.1591
CRISPLD2	78.3801
CRK	76.2909
CRKL	76.2668
CRLF2	65.4512
CRLF3	79.1881
CRLS1	71.17
CROCC	68.4633
CROT	65.3531
CRTAM	65.908
CRTAP	73.2218
CRTC1	80.4001
CRTC2	77.9925
CRTC3	79.5565
CRX	64.7936
CRY1	55.5627
CRY2	72.5944
CRYAB	74.0921
CRYBB3	64.718
CRYL1	61.6594
CRYM	74.428
CRYZ	39.3084
CRYZL1	74.4338
CS	78.1916
CSAD	79.9524
CSAG1	30.3072
CSDE1	53.8746
CSE1L	80.1874
CSF1	71.1805
CSF2	71.6141
CSF2RB	75.8603
CSF3	78.4198
CSGALNACT1	42.6087
CSGALNACT2	65.0493
CSK	79.6583
CSNK1A1	74.6651
CSNK1D	78.919
CSNK1E	78.5842
CSNK1G1	76.3637
CSNK1G2	79.6973
CSNK1G3	66.5423
CSNK2A1	73.3477
CSNK2A2	63.9376
CSNK2B	77.2772
CSPP1	59.3488
CSRNP1	75.4672
CSRNP2	78.0718
CSRNP3	27.0019
CSRP1	74.1751
CSRP2	46.4387
CST3	48.6718
CST7	63.2812
CSTA	78.4307
CSTB	79.9849
CSTF1	60.0022
CSTF2	39.6411
CSTF2T	24.357
CSTF3	72.7135
CTAGE5	73.7093
CTBP1	73.8231
CTBS	66.0942
CTC1	80.0894
CTCF	79.7226
CTDNEP1	77.9901
CTDP1	53.0559
CTDSP1	78.3317
CTDSP2	76.7538
CTDSPL2	74.6913
CTH	59.8901
CTHRC1	65.6871
CTIF	71.6766
CTNNA1	76.0447
CTNNA2	10.5277
CTNNA3	54.3061
CTNNAL1	59.9137
CTNNB1	47.6939
CTNNBIP1	79.7454
CTNNBL1	74.5581
CTNND1	67.9161
CTNND2	10.9279
CTNS	80.4635
CTPS1	68.7788
CTPS2	59.6015
CTR9	65.9896
CTSA	77.1394
CTSB	78.034
CTSC	69.0062
CTSD	65.1841
CTSF	77.4805
CTSH	78.9553
CTSO	22.7696
CTSS	79.1352
CTSV	57.8967
CTSW	77.3334
CTSZ	73.8542
CTTN	65.823
CTTNBP2NL	69.0458
CTU1	64.8288
CTU2	79.3883
CTXN1	80.4664
CUEDC1	78.2054
CUEDC2	80.1093
CUL1	67.1031
CUL2	70.2801
CUL3	60.6059
CUL4A	62.0892
CUL4B	38.2925
CUL5	71.0963
CUL7	78.5697
CUL9	78.4052
CUTA	79.0194
CUTC	73.4226
CUX1	73.0833
CWC15	58.1722
CWC22	34.2297
CWC25	80.1113
CWC27	67.2629
CWF19L1	76.2105
CWF19L2	52.0773
CX3CL1	77.2374
CXADR	46.2778
CXCL1	45.5927
CXCL10	64.3238
CXCL12	40.9439
CXCL16	79.5009
CXCL6	47.6241
CXCL9	64.1686
CXCR2	71.4503
CXCR3	51.1938
CXCR4	71.4064
CXCR5	78.7436
CXXC1	74.5116
CXXC4	58.6384
CXXC5	78.7532
CXorf21	58.1652
CXorf38	59.5509
CXorf40A	33.2626
CXorf40B	33.2285
CXorf56	64.6194
CXorf57	26.0582
CYB561	71.2429
CYB561A3	74.8077
CYB561D1	75.8652
CYB561D2	78.9229
CYB5A	45.554
CYB5B	80.5292
CYB5D1	73.8429
CYB5D2	80.5486
CYB5R1	74.7204
CYB5R2	54.1043
CYB5R3	78.81
CYB5R4	35.8735
CYB5RL	66.2084
CYBA	80.3064
CYBB	47.3839
CYBRD1	75.143
CYC1	83.2644
CYCS	73.9712
CYFIP1	70.9559
CYFIP2	77.4177
CYHR1	80.3135
CYLD	74.6351
CYP11A1	78.0799
CYP1A1	80.2539
CYP1B1	73.2006
CYP20A1	73.2699
CYP27A1	77.1512
CYP2B6	69.7117
CYP2J2	43.285
CYP2S1	70.0672
CYP2U1	35.4748
CYP46A1	60.5527
CYP4F2	74.2073
CYP4V2	41.5461
CYP51A1	67.4689
CYP7B1	54.4936
CYS1	73.6055
CYSLTR1	34.2994
CYSTM1	78.5402
CYTH1	69.4471
CYTH2	76.1139
CYTH3	76.3696
CYTH4	79.043
CYTIP	72.8411
D2HGDH	74.2741
DAAM1	72.172
DAAM2	35.6584
DAB1	45.5272
DAB2	38.3995
DAB2IP	60.8477
DACH1	15.5509
DACT1	55.1199
DACT3	77.2635
DAD1	79.6929
DAG1	78.2552
DAGLA	72.1588
DAGLB	77.1896
DALRD3	76.6969
DAP	69.6881
DAP3	79.7269
DAPK1	67.7524
DAPK2	80.2634
DAPK3	79.3617
DAPP1	52.8612
DARS	73.2909
DARS2	72.7173
DAXX	79.7437
DAZAP1	81.2303
DAZAP2	78.0807
DBF4	60.7247
DBF4B	75.5034
DBI	62.24655
DBN1	78.9537
DBNDD1	75.5975
DBNDD2	66.7837
DBNL	79.0333
DBP	77.6371
DBR1	65.7803
DBT	72.0889
DBX1	42.4807
DBX2	49.2751
DCAF10	73.0648
DCAF11	79.1544
DCAF12	79.9213
DCAF13	64.2477
DCAF15	80.7027
DCAF16	49.5257
DCAF17	79.2606
DCAF4	78.8056
DCAF5	76.5535
DCAF6	73.9247
DCAF7	74.1608
DCAF8	79.3791
DCAKD	76.8072
DCBLD1	55.0231
DCBLD2	69.3867
DCDC1	35.5485
DCK	65.4491
DCLRE1A	68.4491
DCLRE1B	73.9892
DCLRE1C	69.7664
DCN	34.6451
DCP1A	78.0929
DCP1B	62.9312
DCP2	78.7491
DCPS	65.17
DCTD	41.817
DCTN1	80.558
DCTN2	80.5969
DCTN3	71.1821
DCTN4	74.7406
DCTN5	76.524
DCTN6	69.2929
