gene	repli-seq
GABRB2	34.6713
GAD1	72.353
GAD2	70.2995
GADD45A	60.6523
GADD45B	78.681
GADD45G	81.5314
GADD45GIP1	76.6778
GAK	72.2005
GAL3ST1	73.8908
GAL3ST4	80.0007
GALC	49.5881
GALE	80.0382
GALK1	80.4553
GALK2	56.4655
GALM	76.7852
GALNS	79.8389
GALNT1	57.551
GALNT10	68.5073
GALNT11	54.8622
GALNT12	60.2086
GALNT14	47.2421
GALNT18	53.955
GALNT2	57.7109
GALNT3	31.8145
GALNT4	62.834
GALNT5	68.8654
GALNT6	78.2928
GALNT7	54.7666
GALT	71.0251
GAMT	81.4193
GAN	78.0791
GANAB	78.6202
GANC	74.0298
GAP43	36.4187
GAPDH	77.9204
GAPT	23.4989
GAPVD1	79.1
GAR1	64.2252
GARS	69.4502
GART	76.5418
GAS2	36.5669
GAS2L1	78.7887
GAS2L3	42.6277
GAS7	61.0765
GAS8	75.6627
GATA1	41.2187
GATA2	72.3933
GATA3	57.8508
GATA4	74.833
GATA5	74.8715
GATA6	46.0982
GATAD1	70.5695
GATAD2A	80.1628
GATAD2B	77.5213
GATC	77.4809
GATM	66.1027
GATS	80.9982
GATSL2	70.6314
GATSL3	75.1863
GBA	77.6525
GBA2	78.1861
GBAS	56.6789
GBE1	57.6727
GBF1	79.3462
GBGT1	69.6204
GBP1	61.6443
GBP2	61.0666
GBP3	61.6702
GBP4	60.1275
GBP5	60.3285
GBP6	63.598
GBX1	74.0329
GBX2	38.1404
GCA	39.5509
GCAT	77.9725
GCC1	59.3291
GCDH	77.2916
GCFC2	60.2961
GCGR	81.7846
GCH1	77.1055
GCHFR	79.7879
GCLC	62.1115
GCLM	63.4109
GCM1	67.5068
GCM2	67.6029
GCNT1	64.1593
GCNT2	68.9286
GCNT3	79.2421
GCSAM	73.581
GCSH	67.7574
GDAP1	47.1189
GDAP2	47.2569
GDE1	53.2005
GDF1	79.7305
GDF11	78.4052
GDF15	77.0381
GDF5	77.0823
GDI1	49.3491
GDI2	79.7331
GDPD1	72.2208
GDPD5	77.4322
GDPGP1	78.1674
GEM	67.4969
GEMIN2	72.5745
GEMIN4	66.5733
GEMIN5	66.3305
GEMIN6	75.5722
GEMIN7	78.6215
GEMIN8	48.1844
GEN1	75.8937
GET4	78.084
GFAP	79.6028
GFER	79.9878
GFI1	73.8767
GFI1B	68.2196
GFM1	43.0546
GFM2	60.8818
GFOD1	75.7033
GFOD2	78.1894
GFPT1	74.2054
GFRA3	74.1943
GGA1	78.9328
GGA2	75.5284
GGA3	80.4848
GGACT	49.6506
GGCT	73.5407
GGCX	77.404
GGH	32.85
GGNBP2	72.6121
GGPS1	78.1423
GGT1	75.5307
GHDC	78.4241
GHITM	63.3508
GHR	34.5653
GHRL	77.7382
GID4	79.6187
GID8	75.1069
GIGYF2	64.6363
GIMAP1	74.3106
GIMAP2	74.2861
GIMAP4	75.3111
GIMAP5	74.2046
GIMAP6	74.1402
GIMAP7	77.3403
GIMAP8	78.9017
GIN1	55.7641
GINM1	76.4649
GINS1	72.5937
GINS2	77.5386
GINS3	58.7314
GINS4	67.842
GIPC1	80.9079
GIPR	78.9298
GIT1	79.2076
GIT2	78.2398
GJA3	62.7232
GJB1	48.15
GJB2	62.6888
GJB4	57.4239
GJC1	78.5405
GK	57.7098
GK5	67.2211
GKAP1	63.9437
GLA	35.433
GLB1	73.9006
GLB1L	75.5634
GLCCI1	77.5092
GLCE	50.3738
GLDC	77.0225
GLDN	66.6736
GLE1	78.399
GLG1	69.2898
GLI2	42.5443
GLI4	73.2629
GLIPR1	44.7283
GLIPR1L1	37.6554
GLIPR1L2	40.7416
GLIPR2	75.2508
GLIS1	69.8081
GLIS2	80.5265
GLIS3	68.8664
GLMN	66.32
GLO1	73.0347
GLOD4	66.5865
GLRX	77.5396
GLRX2	65.4941
GLRX3	38.1973
GLRX5	74.256
GLS	77.0175
GLS2	76.7949
GLT1D1	70.0202
GLT8D1	77.2736
GLTP	76.9473
GLTSCR1	72.3528
GLTSCR1L	78.374
GLTSCR2	68.7967
GLUD1	68.7503
GLUD2	29.0272
GLUL	69.334
GLYATL2	61.2623
GLYCTK	79.8986
GLYR1	73.977
GM2A	78.5532
GMCL1	79.6995
GMDS	50.8083
GMEB1	80.0209
GMEB2	79.1157
GMFB	72.5114
GMFG	77.0689
GMIP	76.217
GMNN	78.7541
GMPPA	66.1145
GMPPB	79.3219
GMPR	74.3614
GMPR2	77.9456
GMPS	64.9572
GNA11	79.3014
GNA12	76.9147
GNA13	79.8123
GNA15	78.487
GNAI1	12.7629
GNAI2	79.2024
GNAI3	76.6926
GNAO1	52.379
GNAS	70.3247
GNAZ	79.6726
GNB1	78.9734
GNB1L	73.8099
GNB2	79.2565
GNB4	68.4414
GNB5	80.0523
GNE	73.1043
GNG10	72.5864
GNG11	52.4056
GNG12	57.065
GNG13	77.0755
GNG2	70.8028
GNG3	79.2085
GNG5	62.9813
GNG7	78.2557
GNGT2	75.3014
GNL1	78.3921
GNL2	75.0271
GNL3	76.6126
GNL3L	33.4758
GNLY	77.8484
GNPAT	58.7687
GNPDA1	63.1688
GNPDA2	21.0915
GNPNAT1	71.412
GNPTAB	76.9002
GNPTG	78.4794
GNS	68.0439
GOLGA1	76.7389
GOLGA2	79.8175
GOLGA3	63.9773
GOLGA4	70.5231
GOLGA5	79.2802
GOLGA7	65.2957
GOLGA8A	75.7161
GOLGA8B	70.6778
GOLGB1	78.4345
GOLIM4	50.8267
GOLM1	50.988
GOLPH3	75.3992
GOLPH3L	78.5575
GOLT1A	68.3909
GOLT1B	37.8742
GON4L	78.0454
GOPC	54.2423
GORAB	44.1066
GORASP2	75.5838
GOSR1	80.7167
GOSR2	76.0306
GOT1	62.7566
GOT2	59.6919
GP1BA	78.9629
GPAA1	82.1236
GPALPP1	72.0666
GPAM	47.1762
GPANK1	77.2772
GPATCH1	62.5253
GPATCH11	73.451
GPATCH2	30.2418
GPATCH2L	72.871
GPATCH3	79.0621
GPATCH4	80.9297
GPATCH8	74.7055
GPBAR1	75.3007
GPBP1	61.8137
GPBP1L1	79.2677
GPC1	55.3487
GPC2	79.9917
GPC4	21.0275
GPC5	52.4492
GPCPD1	79.3199
GPD1L	50.6819
GPD2	72.4935
GPER1	78.0822
GPHN	53.9724
GPI	75.0345
GPKOW	42.2712
GPM6A	38.0449
GPM6B	53.0637
GPN1	68.7061
GPN2	78.9566
GPN3	79.9178
GPNMB	78.8087
GPR107	68.1342
GPR108	77.9909
GPR132	80.2337
GPR137	79.0401
GPR137B	74.5926
GPR137C	68.4599
GPR141	70.616
GPR146	77.8755
GPR15	74.876
GPR153	77.5358
GPR155	73.6097
GPR157	77.9203
GPR160	76.6563
GPR162	79.8256
GPR171	47.6172
GPR176	78.8408
GPR18	79.4295
GPR180	52.887
GPR183	78.6316
GPR19	79.1738
GPR3	79.7822
GPR34	47.4839
GPR35	62.9555
GPR37	26.1896
GPR55	81.1065
GPR63	53.4454
GPR65	49.859
GPR68	77.0125
GPR75-ASB3	56.0705
GPR82	46.4268
GPR84	78.0548
GPRC5B	45.0104
GPRIN1	72.7439
GPRIN3	37.9489
GPS1	80.4603
GPS2	80.6837
GPSM2	71.3501
GPSM3	74.535
GPT2	77.2097
GPX1	78.2812
GPX3	77.3528
GPX4	78.0817
GPX7	75.5433
GRAMD1A	71.8091
GRAMD1C	77.2475
GRAMD3	67.3427
GRAMD4	76.431
GRAP2	78.8459
GRASP	70.9232
GRB2	77.0412
GRB7	81.0355
GREM1	61.3747
GREM2	13.3293
GRHL1	76.3983
GRHL3	73.2303
GRHPR	77.1915
GRIA1	30.4697
GRIA3	27.7969
GRIK4	65.1993
GRIN2A	66.6434
GRINA	77.3296
GRIPAP1	46.6507
GRK4	79.2021
GRK5	78.4957
GRK6	78.5896
GRM8	44.6408
GRN	79.6044
GRPEL1	70.2705
GRPEL2	63.8153
GRPR	54.1763
GRSF1	69.5142
GRTP1	61.9869
GRWD1	76.6033
GSAP	78.0531
GSC	50.65075
GSC2	68.85
GSDMA	78.7292
GSDMB	79.559
GSDMD	77.3962
GSE1	75.581
GSG2	81.0491
GSK3A	79.4992
GSK3B	70.9682
GSKIP	67.457
GSN	76.0627
GSPT1	78.2661
GSPT2	25.6185
GSR	67.8413
GSS	76.9695
GSTA4	64.0138
GSTCD	60.6728
GSTK1	54.1881
GSTM1	77.9229
GSTM2	78.0608
GSTM4	78.0673
GSTM5	77.5094
GSTO1	63.3456
GSTO2	63.0089
GSTP1	78.7991
GSTT1	79.001
GSTZ1	77.0387
GSX1	58.8467
GSX2	42.6443
GTDC1	65.186
GTF2A1	46.0637
GTF2A2	77.4583
GTF2B	60.4611
GTF2E1	50.2082
GTF2E2	66.8261
GTF2F1	79.949
GTF2F2	72.6842
GTF2H1	76.6691
GTF2H3	75.8637
GTF2H4	79.1581
GTF2H5	80.1885
GTF2I	75.2836
GTF2IRD1	79.7411
GTF3C1	76.0023
GTF3C2	74.9756
GTF3C3	71.5831
GTF3C4	66.9294
GTF3C5	71.1008
GTF3C6	77.4881
GTPBP1	77.6821
GTPBP10	48.7143
GTPBP2	78.7443
GTPBP3	80.6674
GTPBP4	76.028
GTPBP8	68.1755
GTSE1	76.1265
GUCD1	76.4229
GUCY1A3	22.3467
GUCY1B3	21.6848
GUCY2C	55.7049
GUF1	23.6014
GUK1	57.6621
GUSB	74.6123
GXYLT1	66.4438
GXYLT2	67.5298
GYG1	60.3526
GYPC	41.8959
GYS1	76.9863
GZF1	46.1393
GZMM	79.2639
H1F0	77.9056
H1FX	76.4894
H2AFJ	57.2989
H2AFV	77.5276
H2AFX	80.46
H2AFY	57.2153
H2AFZ	53.1213
H3F3A	78.369
H3F3B	80.3522
H3F3C	75.5786
H6PD	77.9086
HAAO	73.7231
HABP4	55.9298
HACE1	45.6577
HACL1	80.7756
HADH	37.6032
HADHA	72.4903
HADHB	72.4903
HAGH	77.6742
HAGHL	79.8418
HAND1	74.2939
HAPLN2	81.2856
HAPLN3	65.0908
HARBI1	77.7743
HARS	70.413
HARS2	70.413
HAT1	75.5271
HAUS1	73.9579
HAUS2	72.6942
HAUS3	72.3057
HAUS4	77.6844
HAUS5	78.4889
HAUS6	72.7912
HAUS7	40.768
HAUS8	76.1467
HAVCR2	75.4513
HAX1	76.8211
HBB	32.7013
HBD	32.9343
HBE1	34.0656
HBEGF	77.6175
HBP1	57.1764
HBS1L	78.1083
HBZ	82.3285
HCAR3	78.3674
HCCS	26.1533
HCFC1	58.3831
HCFC1R1	80.7015
HCFC2	76.456
HCK	76.1607
HCLS1	77.5682
HCN1	15.2352
HCN2	79.5931
HCN3	77.2925
HCST	79.4415
HDAC1	76.0051
HDAC10	80.3015
HDAC11	71.1767
HDAC2	62.2576
HDAC3	63.795
HDAC4	47.6766
HDAC5	79.2053
HDAC6	41.6377
HDAC7	79.3324
HDAC8	35.3828
HDAC9	45.0043
HDC	75.3655
HDDC2	42.732
HDDC3	75.5882
HDGF	78.4368
HDGFRP2	77.5857
HDGFRP3	65.4299
HDHD2	48.2844
HDHD3	75.1376
HDLBP	73.7762
HDX	11.9405
HEATR1	64.7081
HEATR3	76.7163
HEATR5B	73.4203
HEATR6	80.961
HEBP2	64.0092
HECA	62.588
HECTD1	76.3808
HECTD2	58.4028
HECTD3	76.4457
HECW1	59.1958
HEG1	78.6321
HELB	54.9369
HELLS	57.9551
HELQ	74.7736
HELZ	68.6217
HEMK1	74.3784
HENMT1	66.8084
HEPACAM	56.2993
HEPACAM2	56.261
HEPH	34.1172
HERC1	80.4399
HERC3	61.4295
HERC4	61.9964
HERC5	65.1968
HERC6	67.4516
HERPUD1	77.3151
HERPUD2	75.124
HES1	61.0473
HES2	77.6978
HES4	80.6174
HES5	75.6438
HES6	72.5598
HES7	78.8553
HESX1	63.5095
HEXA	75.9182
HEXB	63.4692
HEXDC	78.9697
HEXIM2	79.3037
HEY1	71.2214
HEY2	64.7038
HEYL	80.1537
HFE	54.8152
HGF	42.6748
HGS	79.5065
HGSNAT	65.4532
HHAT	55.9784
HHIP	43.2454
HHIPL1	59.5874
HHLA2	74.3218
HHLA3	60.8519
HIBADH	52.0621
HIBCH	73.5906
HIC1	77.7597
HIC2	76.064
HID1	79.3419
HIF1A	80.9876
HIF1AN	70.254
HIGD1A	63.7372
HIGD2A	72.1638
HIGD2B	67.09
HILPDA	79.3527
HINFP	79.6678
HINT1	70.6384
HINT2	77.0147
HINT3	69.4516
HIP1	74.8356
HIP1R	78.5405
HIPK1	74.1465
HIPK2	70.1124
HIPK3	70.6544
HIRA	63.2664
HIRIP3	81.402
HIST1H1A	53.5465
HIST1H1B	50.6934
HIST1H1C	53.9548
HIST1H1D	65.6313
HIST1H1E	58.6075
HIST1H1T	55.6432
HIST1H2AA	51.3498
HIST1H2AB	53.63
HIST1H2AC	56.4671
HIST1H2AD	62.1992
HIST1H2AE	63.8285
HIST1H2AG	53.9195
HIST1H2AI	52.9107
HIST1H2AJ	52.5472
HIST1H2AK	51.4865
HIST1H2AL	50.7222
HIST1H2AM	50.7133
HIST1H2BA	51.3498
HIST1H2BB	53.7397
HIST1H2BC	56.4671
HIST1H2BD	58.6812
HIST1H2BE	60.7648
HIST1H2BF	62.1992
HIST1H2BG	63.8285
HIST1H2BH	67.3521
HIST1H2BI	69.4121
HIST1H2BJ	53.9195
HIST1H2BK	53.84
HIST1H2BL	52.9107
HIST1H2BM	52.5472
HIST1H2BN	51.4865
HIST1H2BO	50.7133
HIST1H3A	53.5543
HIST1H3B	53.6136
HIST1H3C	53.7673
HIST1H3D	62.1992
HIST1H3F	67.2515
HIST1H3G	69.3172
HIST1H3H	52.8058
HIST1H3I	50.6399
HIST1H3J	50.6856
HIST1H4A	53.5577
HIST1H4B	53.5804
HIST1H4C	55.4598
HIST1H4D	61.2014
HIST1H4E	62.6684
HIST1H4F	66.2398
HIST1H4H	70.606
HIST1H4I	53.8999
HIST1H4J	52.1016
HIST1H4L	50.6324
HIST2H2AA4	64.9661
HIST2H2AB	68.1195
HIST2H2AC	68.1195
HIST2H2BE	68.0394
HIST2H2BF	61.5466
HIST2H3A	64.0487
HIST2H4A	63.238
HIST3H2A	55.5747
HIST3H2BB	55.5747
HIST4H4	57.2018
HIVEP1	69.2601
HIVEP2	69.2706
HIVEP3	71.5588
HJURP	54.4682
HK1	80.5119
HK2	74.5814
HKR1	41.7613
HLA-A	71.4963
HLA-B	78.5628
HLA-C	78.0549
HLA-DMA	77.6233
HLA-DMB	77.7267
HLA-DOA	78.4885
HLA-DOB	80.6951
HLA-DPA1	80.4385
HLA-DPB1	80.3719
HLA-DQA1	76.2004
HLA-DQA2	79.2224
HLA-DQB1	76.9479
HLA-DQB2	79.874
HLA-DRA	74.3135
HLA-DRB1	75.1441
HLA-DRB5	74.3524
HLA-E	79.219
HLA-F	67.8184
HLA-G	70.0365
HLCS	66.3226
HLF	66.6246
HLTF	64.4435
HLX	42.339
HM13	71.9912
HMBOX1	69.2084
HMBS	80.6944
HMCES	77.4771
HMG20A	70.8598
HMG20B	79.3148
HMGA1	77.8385
HMGA2	44.4738
HMGB1	75.9379
HMGB2	51.6144
HMGB3	34.1136
HMGCL	79.9963
HMGCR	61.4771
HMGCS1	74.2919
HMGN1	64.9533
HMGN2	80.0698
HMGN4	73.5287
HMGN5	17.66
HMGXB3	72.6137
HMGXB4	76.4208
HMHA1	78.4261
HMMR	43.6824
HMOX1	77.2353
HMOX2	77.8242
HMSD	56.7404
HMX1	40.7708
HMX2	69.8382
HMX3	69.4915
HN1	80.8385
HN1L	71.4153
HNF1A	75.9348
HNF1B	78.2378
HNF4A	69.1635
HNF4G	23.4186
HNRNPA0	72.3387
HNRNPA1	77.9857
HNRNPA1L2	53.2499
HNRNPA2B1	70.1969
HNRNPA3	75.7204
HNRNPAB	66.2681
HNRNPC	77.5575
HNRNPD	61.5777
HNRNPDL	63.3685
HNRNPF	72.16
HNRNPH1	74.5299
HNRNPH2	35.433
HNRNPH3	65.5433
HNRNPK	62.6708
HNRNPL	78.6725
HNRNPLL	76.6791
HNRNPM	77.4657
HNRNPR	79.2532
HNRNPU	68.6049
HNRNPUL1	70.5365
HNRNPUL2	79.2958
HOGA1	76.6416
HOMER1	58.476
HOMER2	67.0892
HOMER3	79.3814
HOMEZ	71.9114
HOOK1	48.0429
HOOK2	78.8482
HOOK3	73.6793
HORMAD1	78.5236
HOXA1	45.1073
HOXA10	44.5927
HOXA11	44.4753
HOXA13	44.0659
HOXA2	45.1309
HOXA3	45.1798
HOXA4	45.176
HOXA5	45.1243
HOXA6	45.0954
HOXA7	45.006
HOXA9	44.8809
HOXB13	78.5701
HOXB2	79.8824
HOXB3	79.4708
HOXB4	79.4076
HOXB5	79.1698
HOXB6	79.0045
HOXB7	78.9211
HOXB8	78.8689
HOXB9	78.7318
HOXC10	73.1198
HOXC11	72.9209
HOXC12	72.6306
HOXC13	72.4063
HOXC4	73.641
HOXC5	73.641
HOXC6	73.641
HOXC8	73.5116
HOXC9	73.3658
HOXD1	40.3397
HOXD10	38.8921
HOXD11	38.636
HOXD12	38.4325
HOXD13	38.227
HOXD3	40.0104
HOXD8	39.2433
HOXD9	39.0574
HP1BP3	68.3657
HPCAL1	73.8468
HPDL	79.827
HPGDS	49.0814
HPRT1	41.9475
HPS1	67.7419
HPS3	65.8092
HPS4	77.5068
HPS5	76.6691
HPS6	79.5923
HPSE	78.3341
HR	70.2057
HRAS	78.6098
HRASLS2	73.3784
HS1BP3	69.8086
HS2ST1	63.6102
HS3ST1	44.2343
HS3ST3A1	20.6507
HS3ST3B1	26.408
HSBP1	50.9979
HSCB	74.7571
HSD11B1	61.0364
HSD11B1L	72.8105
HSD17B10	57.1195
HSD17B11	62.167
HSD17B12	57.2693
HSD17B14	78.5212
HSD17B4	75.9087
HSD17B6	77.189
HSD17B8	78.8651
HSD3B7	78.416
HSDL1	68.8018
HSDL2	77.1246
HSF1	63.3717
HSF2	31.2677
HSF2BP	77.9014
HSF4	80.5606
HSP90AA1	77.0017
HSP90AB1	77.291
HSP90B1	76.1041
HSPA13	55.4498
HSPA14	68.8467
HSPA1A	81.3067
HSPA1B	81.0606
HSPA1L	81.3067
HSPA2	73.3548
HSPA4	74.0776
HSPA4L	66.0766
HSPA5	78.8686
HSPA6	77.1711
HSPA8	73.6232
HSPA9	77.2558
HSPB1	76.7874
HSPB11	72.7799
HSPBAP1	78.372
HSPBP1	73.9467
HSPD1	77.1214
HSPE1	77.1214
HSPG2	78.4161
HSPH1	59.6815
HTATIP2	41.403
HTATSF1	47.33
HTR1B	13.7587
HTR7	68.1809
HTRA2	78.447
HTRA3	64.2199
HTT	77.6155
HUS1	45.3835
HUWE1	56.8908
HVCN1	77.5435
HYAL2	78.9875
HYAL3	78.9967
HYI	73.2955
HYKK	73.6803
HYOU1	81.0622
IAH1	73.6961
IARS	67.2906
IARS2	46.9177
IBA57	57.016
IBA57-AS1	57.0425
IBTK	49.2019
ICA1L	77.4313
ICAM1	77.8114
ICAM2	78.3945
ICAM3	74.6883
ICAM4	76.978
ICAM5	76.8211
ICK	65.1277
ICMT	77.5434
ICOS	52.0127
ICOSLG	78.5853
ICT1	80.4953
ID1	75.8893
ID2	71.2784
ID3	79.8087
ID4	32.0806
IDE	76.7755
IDH1	61.9916
IDH2	81.3686
IDH3A	76.6695
IDH3B	65.4115
IDH3G	53.6432
IDI1	75.4195
IDNK	58.2081
IDS	38.4108
IDUA	72.3805
IER2	79.9687
IER3	76.8786
IER3IP1	47.8544
IER5	77.7334
IER5L	78.0502
IFFO1	77.7152
IFFO2	67.499
IFI16	52.1349
IFI27	65.429
IFI27L1	66.5918
IFI27L2	64.5337
IFI30	77.4848
IFI35	79.653
IFI44	51.4991
IFI44L	52.6329
IFI6	78.2947
IFIH1	40.5417
IFIT1	75.4561
IFIT2	74.801
IFIT3	74.8055
IFIT5	75.7866
IFITM1	74.594
IFITM2	74.737
IFITM3	74.4856
IFNAR1	77.9275
IFNAR2	78.6945
IFNG	75.711
IFNGR1	76.7333
IFNGR2	77.5805
IFNLR1	75.5015
IFRD1	49.0014
IFRD2	79.0013
IFT122	74.6866
IFT140	72.1894
IFT172	74.0204
IFT20	75.5053
IFT27	73.1983
IFT46	79.9395
IFT52	74.413
IFT57	75.5122
IFT74	51.3401
IFT80	64.0827
IFT81	77.3508
IFT88	61.6708
IGBP1	34.7388
IGF1	61.0985
IGF2	54.2603
IGF2BP1	74.4954
IGF2BP3	76.1616
IGF2R	68.432
IGFBP2	66.6733
IGFBP3	43.378
IGFBP4	78.6868
IGFBP5	62.0539
IGFBP6	78.7547
IGFBP7	54.7057
IGFBPL1	52.3026
IGFLR1	78.1479
IGFN1	72.4424
IGHMBP2	63.3546
IGIP	78.5733
IGSF11	72.3019
IGSF3	69.9235
IGSF8	77.026
IGSF9B	47.1648
IK	72.2615
IKBIP	69.5246
IKBKAP	55.8925
IKBKB	78.5999
IKBKE	80.0154
IKBKG	46.7283
IKZF1	75.8487
IKZF2	75.4913
IKZF3	80.4189
IKZF4	78.909
IKZF5	63.3869
IL10	77.718
IL10RA	76.9389
IL10RB	78.4226
IL11	73.8232
IL12A	74.9653
IL12B	63.9789
IL12RB1	78.0484
IL13	80.3883
IL13RA1	40.4762
IL15	40.1258
IL15RA	78.9359
IL16	70.8541
IL17RA	67.3829
IL17RB	61.2174
IL17RC	79.7981
IL17RD	64.8033
IL18BP	72.0727
IL18R1	47.8958
IL18RAP	48.7007
IL1B	75.4547
IL1R2	46.4349
IL1RAP	40.5496
IL21R	78.2162
IL23A	77.3393
IL23R	68.0194
IL27	76.4996
IL27RA	78.6895
IL2RA	78.9606
IL2RB	77.8206
IL2RG	45.4964
IL31RA	75.1156
IL32	79.6203
IL4I1	78.4484
IL4R	79.5651
IL6R	77.3797
IL6ST	74.5476
IL7	42.4306
IL7R	48.2448
ILDR1	78.3791
ILDR2	59.6226
ILF2	78.5561
ILF3	79.2433
ILK	77.5496
ILKAP	72.2395
ILVBL	63.9667
IMMP1L	35.6951
IMMP2L	46.2366
IMMT	73.026
IMP3	78.6469
IMPA1	50.4054
IMPA2	62.9128
IMPAD1	35.4124
IMPDH1	79.3686
IMPDH2	76.8132
INA	80.222
INCA1	78.7713
INCENP	71.6203
INF2	77.9184
ING1	68.0517
ING2	50.5575
ING3	62.6176
ING4	79.4492
ING5	74.747
INHBA	36.8652
INHBE	80.6661
INIP	74.4661
INO80	75.8494
INO80B	79.8393
INO80C	59.66
INO80D	63.9404
INO80E	81.3941
INPP1	73.6819
INPP4A	73.2695
INPP4B	26.3725
INPP5A	58.0505
INPP5B	78.9255
INPP5D	75.9052
INPP5E	76.6677
INPP5F	75.3527
INPP5K	77.1879
INPPL1	76.4269
INSIG1	55.0448
INSIG2	60.2265
INSM1	56.0977
INSR	73.1522
INTS1	73.8277
INTS10	39.0217
INTS12	60.6728
INTS2	76.0841
INTS3	77.9498
INTS4	75.6576
INTS5	78.7095
INTS6	71.9714
INTS7	77.2575
INTS8	73.6668
INTS9	69.2084
INVS	64.071
IP6K1	78.8621
IP6K2	81.6384
IPCEF1	67.701
IPMK	47.1096
IPO11	70.1843
IPO13	76.602
IPO4	78.4679
IPO5	46.3304
IPO7	77.1258
IPO8	48.4079
IPO9	68.3988
IPP	77.7411
IPPK	71.4727
IQCB1	77.4599
IQCC	76.7305
IQCD	77.3248
IQCE	79.6991
IQCG	74.0037
IQCH	74.9546
IQCK	46.6477
IQGAP1	78.8377
IQGAP2	69.9901
IQGAP3	80.0612
IQSEC1	75.689
IQUB	39.0034
IRAK1	56.9321
IRAK2	76.5674
IRAK3	55.9862
IRAK4	56.2918
IREB2	73.8729
IRF1	78.2493
IRF2	78.7016
IRF2BP1	77.6399
IRF2BPL	77.9846
IRF3	81.2647
IRF4	67.3745
IRF5	77.8291
IRF6	61.6861
IRF7	77.4396
IRF8	76.4395
IRF9	78.8262
IRGQ	75.5412
IRS1	55.8102
IRS2	25.2428
IRX2	8.92511
IRX3	36.2393
IRX4	55.7116
IRX5	21.9627
IRX6	17.6649
ISCA1	50.4976
ISCA2	67.281
ISCU	77.8875
ISG15	81.4607
ISG20	61.5633
ISG20L2	79.2373
ISL2	73.6658
ISM2	76.1584
ISOC1	23.8135
ISOC2	72.7371
IST1	79.2024
ISX	72.2284
ISY1	76.6155
ISY1-RAB43	76.6155
ISYNA1	76.957
ITCH	78.9779
ITFG1	53.1921
ITFG2	57.2202
ITGA1	33.2074
ITGA11	64.2178
ITGA2	34.5303
ITGA3	76.2155
ITGA4	74.6847
ITGA5	77.3352
ITGA9	59.8149
ITGAD	69.7174
ITGAL	79.877
ITGAM	74.73
ITGAV	57.9388
ITGAX	71.2747
ITGB1	56.3335
ITGB1BP1	72.1365
ITGB2	77.6801
ITGB3	76.8813
ITGB3BP	45.413
ITGB4	81.0172
ITGB5	76.4419
ITGB7	80.02
ITGB8	79.1709
ITIH1	79.1221
ITM2A	40.3369
ITM2B	71.3331
ITM2C	81.0777
ITPA	74.9207
ITPK1	77.8825
ITPKA	79.2792
ITPKB	71.9689
ITPKC	76.3862
ITPR1	74.9148
ITPR2	78.2222
ITPR3	78.9789
ITPRIP	61.2695
ITPRIPL1	77.7177
ITPRIPL2	69.9932
ITSN1	74.409
ITSN2	77.1073
IVD	79.2366
IVL	50.7558
IVNS1ABP	58.3092
IWS1	77.5107
IZUMO4	78.8142
JADE1	52.8361
JADE2	78.9628
JADE3	61.9606
JAG1	51.5591
JAGN1	79.3531
JAK1	58.8887
JAK2	76.5153
JAK3	79.8
JAKMIP1	64.1278
JAKMIP2	16.8794
JAM2	75.6135
JAM3	47.1996
JARID2	65.1673
JAZF1	48.8917
JDP2	81.3528
JMJD1C	66.0506
JMJD4	42.5437
JMJD6	75.9053
JMJD7	77.5374
JMJD7-PLA2G4B	77.5374
JMJD8	79.95
JMY	66.2168
JOSD1	77.6369
JOSD2	73.4219
JPH3	72.5413
JPH4	69.6288
JRKL	73.2865
JTB	78.3017
JUN	65.8634
JUNB	78.6668
JUND	78.0853
JUP	78.6037
KALRN	48.6266
KANK1	64.032
KANK2	77.3435
KANSL1	74.1416
KANSL1L	38.0139
KANSL2	72.8754
KANSL3	81.4172
KARS	70.2694
KAT2A	79.8319
KAT2B	53.5112
KAT5	80.2863
KAT6A	75.3747
KAT6B	79.489
KAT7	77.99
KAT8	76.2802
KATNA1	76.2465
KATNAL1	78.3165
KATNAL2	50.4411
KATNB1	74.9858
KATNBL1	74.2011
KAZALD1	75.0464
KAZN	46.1176
KBTBD11	30.1385
KBTBD2	61.5403
KBTBD3	37.5726
KBTBD4	80.6726
KBTBD6	75.1811
KBTBD7	74.257
KBTBD8	52.4475
KCMF1	74.2507
KCNA2	76.2633
KCNA3	76.3456
KCNA4	27.1935
KCNA6	64.794
KCNAB2	66.9539
KCNB2	41.646
KCNC3	74.2765
KCND2	55.7079
KCNF1	62.5069
KCNH3	79.2146
KCNH4	78.6127
KCNIP2	78.412
KCNJ12	44.3727
KCNJ13	64.4975
KCNJ15	50.0502
KCNJ2	31.7846
KCNJ9	76.2898
KCNK1	60.7836
KCNK2	22.0304
KCNK5	50.5576
KCNK6	77.6327
KCNMA1	64.2987
KCNMB1	74.089
KCNMB2	62.3518
KCNMB4	40.7292
KCNN2	31.6554
KCNN4	73.8412
KCNQ2	75.5713
KCNQ4	73.985
KCNQ5	64.6661
KCNS2	66.1248
KCNS3	74.9453
KCNT2	17.0404
KCTD1	58.5973
KCTD10	66.0733
KCTD11	81.4885
KCTD12	63.6884
KCTD14	75.6382
KCTD15	52.5967
KCTD16	59.2462
KCTD17	78.8758
KCTD18	64.0433
KCTD19	77.6032
KCTD2	80.8432
KCTD20	79.74
KCTD21	74.7821
KCTD3	32.3936
